Name,Rating,Review_Count,Price,Cuisine,Latitude,Longitude,Street,City,Zip
The Shady Dog,4.5,7,$,Street Vendors,40.451096,-79.9332613,Corner Of Baum And Libert,Pittsburgh, PA 15232
Quik-It Chicken,3.5,31,$,Chicken Wings,40.456261213448,-80.0161723345518,820 Pennsylvania Ave,Pittsburgh, PA 15233
Wheelhouse,3.0,26,$$,American (New),40.447203,-80.022159,777 Casino Dr,Pittsburgh, PA 15212
Pennsbury Pub & Grill,4.0,14,$,American (New),40.42891,-80.10025,1049 Pennsbury Blvd,Pittsburgh, PA 15205
Espresso a Mano,5.0,8,$,Coffee & Tea,40.42868,-79.98312,1506 E Carson St,Pittsburgh, PA 15203
Hug Thai,3.5,16,$$,Thai,40.4660996481591,-79.9536006256889,472 44th St,Pittsburgh, PA 15201
Gary's Restaurant,4.5,13,$,American (New),40.38562,-79.97844,2605 Brownsville Rd,Pittsburgh, PA 15227
Gran Canal Caffe,4.5,34,$$,Cafes,40.494656637311,-79.9321883171797,1021 N Canal St,Sharpsburg, PA 15215
Fairway Grille,3.5,30,$$,American (New),40.3540905,-80.0146199,1530 Hamilton Rd,Cool Springs,Pittsburgh, PA 15234
Mezbaan Indian Cuisine,3.0,26,$,Indian,40.43766,-80.000541,111 Smithfield St,Pittsburgh, PA 15222
Penn Station East Coast Subs,3.5,23,$,American (Traditional),40.4425142,-79.9987478,808 Liberty Ave,Pittsburgh, PA 15222
House of Lee Restaurant,3.0,32,$$,Chinese,40.50999,-80.09506,8145 Ohio River Blvd,Pittsburgh, PA 15202
Crazy Mocha Coffee,3.5,18,$,Coffee & Tea,40.46929,-79.96127,4032 Butler St,Pittsburgh, PA 15201
Hunan's Palace,4.0,29,$$,Chinese,40.4161591,-79.8480883,2360 Ardmore Blvd,Pittsburgh, PA 15221
Nobby's Pizzeria,4.0,17,$$,Pizza,40.369034,-80.0851376,373 Vanadium Rd,Pittsburgh, PA 15243
Champions Club,4.0,12,$$,Sports Bars,40.417972,-80.059038,500 Mansfield Ave,Pittsburgh, PA 15205
Eat'n Park,3.5,17,$,Breakfast & Brunch,40.538688659668,-80.011116027832,7370 McKnight Rd,Pittsburgh, PA 15237
Noodles & Company,3.5,18,$$,Noodles,40.341956,-80.053411,301 S Hills Village Dr,Pittsburgh, PA 15241
Bar Frenchman,4.0,19,$$$,French,40.46058,-79.92704,5925 Baum Blvd,Pittsburgh, PA 15206
Clark Bar & Grill,3.5,15,$$,American (Traditional),40.4490803,-80.0088856,503 Martindale St,Pittsburgh, PA 15212
Boulevard Deli,4.5,7,$,Delis,40.4385872,-79.999794,309 Smithfield St,Pittsburgh, PA 15222
Bar 3 Millvale,4.0,24,$$,American (New),40.4813530843805,-79.9746854427498,217 N Ave,Millvale, PA 15209
BRGR Truck,3.5,13,$$,Food Trucks,40.4380979895909,-79.9981609323329,451-499 4th Ave,Pittsburgh, PA 15219
Panera Bread,2.5,39,$,Sandwiches,40.456066,-79.937436,5430 Centre Ave,Pittsburgh, PA 15232
Bruegger's Bagels,3.0,33,$,Bagels,40.4412803649902,-79.9569549560547,3714 Forbes Ave,Pittsburgh, PA 15213
El Burro,3.5,31,$,Vegan,40.4325712790865,-79.8936523497105,1113 S Braddock Ave,Pittsburgh, PA 15218
The Hop House,3.0,38,$$,Bars,40.545657,-80.029816,5510 Babcock Blvd,Pittsburgh, PA 15237
TJ Buffet Sushi and Grill,3.0,36,$,Sushi Bars,40.5226505128244,-80.006479807198,4801 McKnight Rd,Pittsburgh, PA 15237
Tasty Chinese Restaurant,3.0,30,$,Chinese,40.4585,-79.92469,213 S Highland Ave,Pittsburgh, PA 15206
Aracri's Greentree Inn,3.5,18,$$$,American (New),40.41698,-80.04537,1006 Greentree Rd,Pittsburgh, PA 15220
Panera Bread,3.5,19,$,Sandwiches,40.4891772610677,-79.8925406952185,942 Freeport Rd,Pittsburgh, PA 15238
Cerasoli Pizzeria,4.0,23,$$,Pizza,40.4736148,-80.0288691,3053 Brighton Rd,Pittsburgh, PA 15212
Mia Pizza,2.5,31,$,Pizza,40.4546333,-79.9465557,4901 Baum Blvd,Pittsburgh, PA 15213
Slice On Broadway,4.0,54,$,Pizza,40.4074789625738,-80.0865172594786,108 E Main St,Carnegie, PA 15106
Potenza Pizza and Pasta,3.0,35,$$,Pizza,40.4527897,-79.9494723,4709 Centre Ave,Pittsburgh, PA 15213
Jimmy John's,3.5,17,$,Sandwiches,40.4415160417557,-80.0032339990139,506 Liberty Ave,Pittsburgh, PA 15222
Piacquadio's Italian Restaurant & Lounge,4.5,19,$$,Italian,40.368716,-80.034629,300 Mt Lebanon Blvd,Pittsburgh, PA 15234
The Crack'd Egg,4.0,53,$$,American (New),40.3656776,-79.9818954,4131 Brownsville Rd,Brentwood, PA 15227
Fu Lai Chinese Restaurant,2.5,33,$,Chinese,40.44286,-80.00311,525 Penn Ave,Pittsburgh, PA 15222
Basha 21,4.5,16,$$,Middle Eastern,40.4363881393445,-79.9227545238589,1821 Murray Ave,Squirrel Hill, PA 15217
Soul Food on Hamilton,4.5,7,,Soul Food,40.4539756774902,-79.8955688476562,7302 Hamilton Ave,Pittsburgh, PA 15208
Shab's Mediterranean Food,3.5,19,$,Lebanese,40.4395208251291,-80.0002171689768,339 Forbes Ave,Pittsburgh, PA 15222
UUBU 6,3.5,13,$$,American (New),40.42393,-79.97834,178-180 Pius St,Pittsburgh, PA 15203
Earth Inspired Salads,4.0,12,$$,Salad,40.44141,-79.99666,611 William Penn Pl,Pittsburgh, PA 15219
Sushi Fuku,3.0,24,$,Sushi Bars,40.44473,-79.94856,417 S Craig St,Pittsburgh, PA 15213
Dukes Rib House & Grille,3.5,26,$$,Barbeque,40.3939438278814,-80.0632630226899,1910 Cochran Rd,Pittsburgh, PA 15220
The Tong Garden,4.0,16,$$,Chinese,40.39175,-80.01776,956 Brookline Blvd,Pittsburgh, PA 15226
Zoup!,4.0,12,$$,Sandwiches,40.487786,-79.8818726,1137 Freeport Rd,Pittsburgh, PA 15238
Mm Mm Pizza,3.5,12,$,Pizza,40.34392,-79.97215,5208 Clairton Blvd,Pittsburgh, PA 15236
Pgh Crepes,3.5,18,$,Food Trucks,40.443960770855,-79.9542873063074,Bigelow Blvd & Forbes Ave,Pittsburgh, PA 15213
Papa J's,3.0,121,$$,Italian,40.40822,-80.08525,200 E Main St,Carnegie, PA 15106
Center Avenue Slice,3.5,28,$,Pizza,40.51581,-80.0223,332 Center Ave,Pittsburgh, PA 15229
Peter Allen's,2.5,46,$$,Italian,40.4428647785161,-80.0020460271939,613 Penn Ave,Pittsburgh, PA 15222
Rupe's Roadhouse,4.5,16,$$,Bars,40.51863,-80.09005,325 Camp Horne Rd,Pittsburgh, PA 15202
Au Bon Pain,3.5,13,$$,Bakeries,40.44253,-80.00086,625 Liberty Ave,Pittsburgh, PA 15222
Chan An Restaurant,4.0,20,$,Chinese,40.439176,-80.071117,37 Walsh Rd,Crafton Ingram Shopping Ctr,Pittsburgh, PA 15205
Eat'n Park,3.0,28,$,American (Traditional),40.4869995117188,-79.8917846679688,849 Freeport Rd,Pittsburgh, PA 15238
Fox's Pizza Den,3.5,12,$$,Pizza,40.4268,-80.0053,6 Bailey Ave,Pittsburgh, PA 15211
Bar Louie,3.0,111,$$,Bars,40.4070399,-79.9174919,244 W Bridge St,West Homestead, PA 15120
RedWood Cafe,4.0,9,$$,Sandwiches,40.38023,-80.04489,698 Washington Rd,Pittsburgh, PA 15228
Wheel House,3.0,22,$$,American (Traditional),40.4472,-80.02216,777 Casino Dr,Pittsburgh, PA 15212
Old School Italian Sandwich Shop,4.5,28,$,Italian,40.40844,-79.90229,609 E 9th Ave,Homestead, PA 15120
Sal's New York Pizzeria,3.0,20,$$,Pizza,40.42862,-79.98439,1322 E Carson St,Pittsburgh, PA 15203
Pittsburgh Fish & Chicken,3.5,11,$$,Chicken Wings,40.48437,-80.03644,1312 Benton Ave,Pittsburgh, PA 15212
Steelhead Brasserie and Wine Bar,2.5,40,$$,American (New),40.439745,-79.993004,112 Washington Pl,Pittsburgh, PA 15219
Denny's,3.5,25,$,Breakfast & Brunch,40.3911407,-80.073788,2180 Greentree Rd,Pittsburgh, PA 15220
The Upper Crust Pizza,3.5,18,$,Pizza,40.54611,-79.90154,715 Dorseyville Rd,Pittsburgh, PA 15238
Liam's Fish, Wings & Things,3.0,19,$$,Chicken Wings,40.4447851035292,-79.8869266134007,501 Penn Ave,Pittsburgh, PA 15221
Jimmy John's,3.0,25,$,Sandwiches,40.457283,-79.91685,6425 Penn Ave,Pittsburgh, PA 15206
Anchor & Anvil Coffee Bar,4.5,48,$,Coffee & Tea,40.508731842041,-80.0848770141602,7221 Church Ave,Ben Avon, PA 15202
Chipotle Mexican Grill,3.5,43,$,Mexican,40.4592869978106,-79.9259222717808,5986 Centre Ave,East Liberty, PA 15206
Brookline Pub,3.0,21,$,Pubs,40.39402,-80.02067,734 Brookline Blvd,Pittsburgh, PA 15226
Park Place Pub,3.0,30,$$,Pubs,40.47637,-79.92077,5719 Bryant St,Pittsburgh, PA 15206
Panera Bread,2.5,33,$,Sandwiches,40.456611,-79.914994,136 Bakery Square Boulevard,Pittsburgh, PA 15206
Salonika Imports,4.5,6,,Grocery,40.46484,-79.96775,3509 Smallman St,Pittsburgh, PA 15201
Joe's Rusty Nail,4.0,51,$,American (Traditional),40.49666,-80.0574,560 Lincoln Ave,Bellevue, PA 15202
Lupi's Famous Pizza,5.0,8,$$,Pizza,40.5132255554199,-80.0009918212891,2311 Babcock Blvd,Pittsburgh, PA 15237
Sarku Japan,3.5,10,$,Japanese,40.3427581085395,-80.0553452968597,181 Fort Couch Rd,Pittsburgh, PA 15241
Shenanigans Bar & Grille,3.5,22,$$,Bars,40.5137486,-80.0005088,2310 Babcock Blvd,Pittsburgh, PA 15237
Duke's Upper Deck Cafe,3.5,51,$$,American (New),40.40531,-79.9126,122 W 8th Ave,Homestead, PA 15120
Primanti Bros.,3.5,103,$,Sandwiches,40.3558100759983,-80.05026653409,1539 Washington Rd,Mt. Lebanon, PA 15228
Franks Pizza & Chicken,4.5,19,$$,Chicken Wings,40.4867289,-79.973769,641 North Ave,Millvale, PA 15209
Hanlon's Cafe,4.5,27,$,Diners,40.4408775184471,-80.0689034403138,17 Foster Ave,Crafton Ingram Shopping Center,Crafton, PA 15205
Cafe Fifth Ave,3.5,14,$$,Cafes,40.4387014,-79.992016,818 5th Ave,Pittsburgh, PA 15219
Vento's Pizza,3.0,18,$,Pizza,40.464382,-79.923269,420 N Highland Ave,Pittsburgh, PA 15206
Tavern In The Wall,3.5,23,$$,Bars,40.4904594421387,-79.9046096801758,211 Commercial Ave,Pittsburgh, PA 15215
The Cheesecake Factory,3.5,121,$$,American (New),40.5445585,-80.0087394,1000 Ross Park Mall Dr,Ross Township, PA 15237
Yinz Guys Pizza,3.5,13,$$,Desserts,40.3955268859863,-79.9873275756836,1914 Brownsvillerd,Pittsburgh, PA 15210
Tazza D'oro,4.5,8,,Coffee & Tea,40.481022,-79.974707,524 Grant Ave,Pittsburgh, PA 15209
Gabriella's Gourmet On the Go,4.0,10,$,Delis,40.4296601263636,-79.9977401643991,301 E Carson St,Pittsburgh, PA 15219
The Flats on Carson,3.0,25,$$,Cocktail Bars,40.4289167732564,-79.9828482301456,1500 E Carson St,Pittsburgh, PA 15203
TGI Fridays,2.5,37,$$,American (Traditional),40.438782,-79.990515,1027 Fifth Ave,Pittsburgh, PA 15219
Tomatoes II Pizzeria,4.0,54,$$,Pizza,40.397371981457,-80.0838390876926,1069 Washington Ave,Glenn Scott Plz,Carnegie, PA 15106
K & T's Fish and Chicken,3.0,16,$,Moroccan,40.45192,-79.9525,4521 Centre Ave,Pittsburgh, PA 15213
Bravo Franco Ristorante,2.5,54,$$,Italian,40.4431114196777,-80.0019760131836,613 Penn Ave,Pittsburgh, PA 15222
Applebee's Grill + Bar,3.0,23,$$,Burgers,40.3912084505296,-80.0691498050018,2101 Greentree Rd,Pittsburgh, PA 15220
Cole Cafe,3.5,32,$,American (Traditional),40.52592,-79.96222,1718 Mt Royal Blvd,Glenshaw, PA 15116
Dave & Buster's,2.5,144,$$,American (Traditional),40.409937,-79.913895,180 E Waterfront Dr,Homestead, PA 15120
R&B's Pizza Place,2.5,36,$$,Pizza,40.43756,-80.00058,107 Smithfield St,Pittsburgh, PA 15222
Piazza Talarico and Papa Joe's Wine Cellar,5.0,8,,Italian,40.4645,-79.96022,3832 Penn Ave,Pittsburgh, PA 15201
Sabroso Mexican Delights,4.5,6,$,Street Vendors,40.4509386,-79.9843849,1933 Penn Ave,Pittsburgh, PA 15222
